Date	Open Balances
2/7/2025	1,012
3/7/2025	886
4/7/2025	830
5/7/2025	862
6/7/2025	984
7/7/2025	1,075
8/7/2025	1,021
9/7/2025	1,027
10/7/2025	1,047
11/7/2025	997
12/7/2025	1,004
13/7/2025	1,126
14/7/2025	1,107
15/7/2025	1,144
16/7/2025	1,086
17/7/2025	1,236
18/7/2025	1,001
19/7/2025	950
20/7/2025	1,056
21/7/2025	967
22/7/2025	936
23/7/2025	853
24/7/2025	744
25/7/2025	691
26/7/2025	730
27/7/2025	849
28/7/2025	892
29/7/2025	805
30/7/2025	764
31/7/2025	699
1/8/2025	700
2/8/2025	710
3/8/2025	839
4/8/2025	932
5/8/2025	883
6/8/2025	854
7/8/2025	735
8/8/2025	699
9/8/2025	655
10/8/2025	776
11/8/2025	805
12/8/2025	900
13/8/2025	753
14/8/2025	705
15/8/2025	748
16/8/2025	762
17/8/2025	920
18/8/2025	943
19/8/2025	943
20/8/2025	943
21/8/2025	943
22/8/2025	943
23/8/2025	943
24/8/2025	943
25/8/2025	943
26/8/2025	943
27/8/2025	943
28/8/2025	943
29/8/2025	943
30/8/2025	943
31/8/2025	943
1/9/2025	943
2/9/2025	943
3/9/2025	943
4/9/2025	943
5/9/2025	943
6/9/2025	943
7/9/2025	943
8/9/2025	943
9/9/2025	943
10/9/2025	943
11/9/2025	943
12/9/2025	943
13/9/2025	943
14/9/2025	943
15/9/2025	943
16/9/2025	943
17/9/2025	943
18/9/2025	943
19/9/2025	943
20/9/2025	943
21/9/2025	943
22/9/2025	943
23/9/2025	943
24/9/2025	943
25/9/2025	943
26/9/2025	943
27/9/2025	943
28/9/2025	943
29/9/2025	943
30/9/2025	943
1/10/2025	943
2/10/2025	943
3/10/2025	943
4/10/2025	943
5/10/2025	943
6/10/2025	943
7/10/2025	943
8/10/2025	943
9/10/2025	943
10/10/2025	943
11/10/2025	943
12/10/2025	943
13/10/2025	943
14/10/2025	943
15/10/2025	943
16/10/2025	943
17/10/2025	943
18/10/2025	943
19/10/2025	943
20/10/2025	943
21/10/2025	943
22/10/2025	943
23/10/2025	943
24/10/2025	943
25/10/2025	943
26/10/2025	943
27/10/2025	943
28/10/2025	943
29/10/2025	943
30/10/2025	943
31/10/2025	943
1/11/2025	943
2/11/2025	943
3/11/2025	943
4/11/2025	943
5/11/2025	943
6/11/2025	943
7/11/2025	943
8/11/2025	943
9/11/2025	943
10/11/2025	943
11/11/2025	943
12/11/2025	943
13/11/2025	943
14/11/2025	943
15/11/2025	943
16/11/2025	943
17/11/2025	943
18/11/2025	943
19/11/2025	943
20/11/2025	943
21/11/2025	943
22/11/2025	943
23/11/2025	943
24/11/2025	943
25/11/2025	943
26/11/2025	943
27/11/2025	943
28/11/2025	943
29/11/2025	943
30/11/2025	943
1/12/2025	943
2/12/2025	943
3/12/2025	943
4/12/2025	943
5/12/2025	943
6/12/2025	943
7/12/2025	943
8/12/2025	943
9/12/2025	943
10/12/2025	943
11/12/2025	943
12/12/2025	943
13/12/2025	943
14/12/2025	943
15/12/2025	943
16/12/2025	943
17/12/2025	943
18/12/2025	943
19/12/2025	943
20/12/2025	943
21/12/2025	943
22/12/2025	943
23/12/2025	943
24/12/2025	943
25/12/2025	943
26/12/2025	943
27/12/2025	943
28/12/2025	943
29/12/2025	943
30/12/2025	943
31/12/2025	943
1/1/2026	943
2/1/2026	943
3/1/2026	943
